Date,Close/Last,Volume,Open,High,Low
03/13/2025,$297.50,4178882,$300.43,$303.465,$297.27
03/12/2025,$299.40,4546240,$303.69,$306.43,$296.35
03/11/2025,$306.76,4513135,$317.62,$317.70,$306.31
03/10/2025,$317.25,4707592,$320.09,$326.32,$315.74
03/07/2025,$321.29,7607616,$310.82,$323.17,$310.35
03/06/2025,$310.37,2954920,$307.80,$311.35,$304.38
03/05/2025,$307.45,2327472,$304.00,$308.46,$303.37
03/04/2025,$305.77,3954691,$304.59,$312.93,$304.59
03/03/2025,$304.29,4371634,$308.11,$309.49,$302.43
02/28/2025,$308.33,4972872,$307.605,$308.52,$303.88
02/27/2025,$309.95,3350723,$305.19,$311.7799,$304.22
02/26/2025,$304.27,4140908,$311.70,$314.55,$303.68
02/25/2025,$310.72,3891555,$309.18,$311.71,$307.991
02/24/2025,$307.57,3397553,$305.00,$310.44,$304.12
02/21/2025,$304.81,3036654,$303.92,$305.96,$301.59
02/20/2025,$303.05,3020024,$300.83,$303.13,$298.15
02/19/2025,$301.94,2990851,$303.32,$303.79,$299.51
02/18/2025,$304.83,3368090,$307.35,$307.35,$303.54
02/14/2025,$308.55,2674354,$310.20,$311.00,$307.78
02/13/2025,$310.02,3097175,$307.50,$311.53,$305.63
02/12/2025,$307.60,3110228,$309.58,$310.09,$305.77
02/11/2025,$310.21,4180762,$307.37,$311.59,$306.17
02/10/2025,$308.42,8051997,$302.27,$310.28,$301.51
02/07/2025,$294.30,2858016,$294.36,$296.85,$293.82
02/06/2025,$294.36,3589988,$291.59,$297.15,$290.3201
02/05/2025,$288.83,2363168,$290.00,$290.27,$286.34
02/04/2025,$289.77,2977102,$289.76,$290.64,$288.37
02/03/2025,$290.05,3049143,$287.02,$290.90,$284.19
01/31/2025,$288.70,2557033,$289.83,$291.25,$287.35
01/30/2025,$290.32,2125150,$290.91,$292.08,$289.36
01/29/2025,$290.11,2358272,$291.38,$293.14,$290.00
01/28/2025,$291.15,3180370,$292.40,$294.49,$290.00
01/27/2025,$293.09,4343019,$286.605,$293.43,$285.81
01/24/2025,$285.46,2523397,$284.505,$286.85,$283.28
01/23/2025,$284.43,2279408,$280.75,$285.00,$280.6501
01/22/2025,$281.35,3660600,$283.30,$283.53,$280.405
01/21/2025,$282.61,3858590,$280.76,$282.90,$278.73
01/17/2025,$280.95,3312793,$280.98,$284.08,$280.00
01/16/2025,$279.74,3403681,$280.24,$280.945,$276.53
01/15/2025,$282.30,2867781,$284.33,$284.65,$280.61
01/14/2025,$281.58,2238889,$285.02,$285.35,$279.38
01/13/2025,$283.63,3394291,$282.94,$284.50,$280.35
01/10/2025,$282.31,3946002,$287.50,$287.77,$281.78
01/08/2025,$286.90,2724217,$288.97,$289.14,$286.55
01/07/2025,$289.34,3419450,$293.78,$294.93,$288.28
01/06/2025,$292.18,2838933,$293.28,$295.60,$291.74
01/03/2025,$294.78,2240254,$292.83,$294.96,$290.70
01/02/2025,$292.51,3118262,$290.95,$295.7625,$290.25
12/31/2024,$289.89,1915847,$290.08,$291.24,$288.58
12/30/2024,$289.60,1936678,$291.47,$291.47,$289.00
12/27/2024,$293.62,1617399,$293.34,$296.4795,$292.74
12/26/2024,$294.80,1434337,$293.00,$295.435,$292.60
12/24/2024,$293.99,1460985,$291.28,$294.27,$290.791
12/23/2024,$291.29,2492226,$292.255,$293.10,$289.73
12/20/2024,$292.68,7677952,$289.52,$296.10,$289.3001
12/19/2024,$290.23,3438533,$290.88,$292.86,$288.847
12/18/2024,$290.88,3800945,$295.02,$298.9761,$290.67
12/17/2024,$296.08,3295881,$297.62,$300.00,$294.82
12/16/2024,$297.71,3180071,$297.18,$302.12,$297.17
12/13/2024,$296.60,2547703,$296.29,$299.20,$295.43
12/12/2024,$296.63,2040653,$296.20,$298.55,$295.09
12/11/2024,$296.10,3037616,$301.34,$301.90,$295.97
12/10/2024,$300.71,3522974,$300.13,$302.82,$295.84
12/09/2024,$301.37,2391898,$297.585,$302.6178,$297.09
12/06/2024,$298.98,4158690,$300.56,$303.7971,$298.605
12/05/2024,$299.47,2594816,$295.54,$299.74,$294.9331
12/04/2024,$295.09,3742938,$292.28,$296.04,$291.82
12/03/2024,$294.50,3030992,$292.32,$294.85,$290.29
12/02/2024,$292.44,3150151,$293.50,$294.23,$290.94
11/29/2024,$296.01,1655907,$294.16,$297.05,$294.018
11/27/2024,$295.08,2240280,$297.00,$299.50,$294.98
11/26/2024,$296.33,2254326,$297.00,$297.28,$294.83
11/25/2024,$296.19,5021843,$291.765,$296.61,$291.765
11/22/2024,$290.28,2879063,$288.47,$290.60,$288.14
11/21/2024,$288.47,4475662,$285.00,$288.60,$283.46
11/20/2024,$290.91,2525012,$290.62,$291.3199,$288.255
11/19/2024,$290.73,2353251,$290.00,$292.072,$287.60
11/18/2024,$291.10,2866132,$293.01,$295.44,$290.7886
11/15/2024,$292.63,4039432,$297.72,$299.495,$289.72
11/14/2024,$298.56,1932557,$298.00,$300.11,$296.5901
11/13/2024,$297.35,2327101,$298.90,$299.13,$295.2172
11/12/2024,$298.65,2453194,$300.14,$301.405,$297.52
11/11/2024,$301.53,2872440,$300.49,$303.81,$300.02
11/08/2024,$298.97,3279284,$295.60,$301.8321,$295.25
11/07/2024,$294.66,3357377,$294.84,$296.54,$293.81
11/06/2024,$294.00,4646422,$300.28,$300.33,$292.72
11/05/2024,$297.32,3032122,$293.75,$297.38,$292.56
11/04/2024,$292.85,2583053,$294.74,$294.96,$291.801
11/01/2024,$295.21,4131804,$294.51,$296.88,$293.28
10/31/2024,$292.11,4277428,$292.25,$294.38,$291.17
10/30/2024,$291.52,4924013,$294.50,$295.37,$289.84
10/29/2024,$295.00,9048877,$297.598,$302.70,$295.00
10/28/2024,$296.79,6655971,$299.20,$299.92,$296.5368
10/25/2024,$292.61,8863234,$301.00,$301.60,$292.20
10/24/2024,$301.58,5522591,$299.12,$302.3899,$298.28
10/23/2024,$298.57,18791950,$292.77,$301.60,$290.83
10/22/2024,$314.69,5889115,$314.09,$315.74,$313.30
10/21/2024,$314.89,2404056,$317.13,$317.90,$314.41
10/18/2024,$316.56,2531197,$315.57,$317.18,$314.2299
10/17/2024,$314.70,3095192,$313.98,$315.05,$312.48
10/16/2024,$312.92,1821486,$313.32,$313.725,$310.11
10/15/2024,$313.34,3067090,$312.00,$315.36,$311.01
10/14/2024,$309.84,2376310,$305.15,$310.42,$304.50
10/11/2024,$305.04,1775710,$304.42,$305.50,$302.97
10/10/2024,$304.04,1739458,$304.03,$305.75,$302.93
10/09/2024,$303.83,1854155,$302.94,$305.01,$301.965
10/08/2024,$301.90,2038348,$302.64,$303.35,$300.36
10/07/2024,$300.85,2091776,$303.76,$305.1199,$300.00
10/04/2024,$303.76,2432634,$303.05,$305.89,$301.38
10/03/2024,$303.45,1802561,$303.50,$304.02,$301.26
10/02/2024,$303.76,2352436,$300.58,$304.08,$299.5801
10/01/2024,$302.98,3036208,$304.51,$305.23,$302.25
09/30/2024,$304.51,2286978,$303.75,$305.03,$302.10
09/27/2024,$303.69,3402999,$303.52,$306.96,$303.52
09/26/2024,$303.65,1971134,$301.15,$304.29,$300.735
09/25/2024,$300.47,1986241,$300.33,$301.80,$298.40
09/24/2024,$300.27,2408175,$299.06,$301.45,$297.70
09/23/2024,$299.06,2312365,$299.00,$300.22,$296.89
09/20/2024,$296.83,5817302,$292.94,$298.05,$292.835
09/19/2024,$293.85,2271388,$294.25,$295.08,$290.90
09/18/2024,$292.03,1788384,$293.88,$295.10,$290.37
09/17/2024,$293.75,2997493,$297.00,$297.39,$292.17
09/16/2024,$296.69,2916205,$297.42,$300.11,$295.04
09/13/2024,$296.53,2205535,$294.49,$296.74,$292.62
09/12/2024,$292.35,2274712,$290.17,$292.69,$288.26
09/11/2024,$290.23,2747627,$290.83,$291.435,$285.83
09/10/2024,$291.27,2497109,$292.81,$296.23,$291.04
09/09/2024,$291.29,3208635,$290.03,$291.74,$287.80
09/06/2024,$289.51,3863559,$287.82,$292.19,$287.5692
09/05/2024,$287.97,2412493,$289.00,$289.545,$286.24
09/04/2024,$288.03,2558502,$286.55,$288.97,$285.99
09/03/2024,$285.52,2902782,$286.36,$288.21,$283.71
08/30/2024,$288.66,2528549,$287.56,$288.88,$286.29
08/29/2024,$287.86,1797229,$287.78,$289.11,$284.78
08/28/2024,$287.05,2603793,$289.95,$290.96,$285.26
08/27/2024,$289.64,2897582,$289.08,$290.30,$288.06
08/26/2024,$288.68,2018540,$289.25,$292.21,$287.87
08/23/2024,$289.52,2145946,$290.38,$290.78,$287.13
08/22/2024,$289.21,1746359,$289.55,$290.50,$287.55
08/21/2024,$289.71,2686435,$287.15,$289.97,$286.265
08/20/2024,$285.63,3697631,$286.50,$290.265,$285.21
08/19/2024,$287.55,5268793,$282.33,$288.32,$281.72
08/16/2024,$278.49,3286217,$274.75,$279.50,$274.70
08/15/2024,$274.87,2445218,$272.00,$275.76,$271.85
08/14/2024,$271.15,2242138,$269.86,$271.5075,$268.50
08/13/2024,$270.31,2603592,$270.31,$272.00,$267.54
08/12/2024,$269.46,3008100,$267.46,$269.53,$265.33
08/09/2024,$267.91,2664877,$271.70,$271.70,$266.96
08/08/2024,$271.19,3227234,$268.93,$273.65,$268.08
08/07/2024,$269.37,3539980,$269.56,$273.14,$268.58
08/06/2024,$270.06,3369337,$269.86,$273.20,$268.08
08/05/2024,$268.45,6794876,$274.04,$277.87,$267.6796
08/02/2024,$276.69,9585900,$269.40,$276.81,$268.80
08/01/2024,$268.75,4935952,$266.82,$268.77,$262.40
07/31/2024,$265.40,4652053,$265.42,$267.67,$263.20
07/30/2024,$266.44,4936596,$261.00,$267.37,$260.31
07/29/2024,$261.42,9380960,$253.55,$263.93,$250.23
07/26/2024,$252.00,4002852,$252.90,$254.045,$250.75
07/25/2024,$251.46,3323080,$254.19,$256.09,$251.10
07/24/2024,$253.37,5983281,$246.32,$254.33,$246.12
07/23/2024,$254.05,2653141,$259.68,$260.1378,$253.5096
07/22/2024,$259.54,2759527,$258.30,$259.79,$256.40
07/19/2024,$257.28,3470585,$260.39,$260.44,$255.03
07/18/2024,$259.52,3421839,$258.03,$262.33,$257.6003
07/17/2024,$261.00,3711520,$258.97,$262.05,$257.8587
07/16/2024,$257.27,4172974,$251.00,$257.31,$250.10
07/15/2024,$251.53,3393612,$253.64,$255.73,$251.19
07/12/2024,$253.90,4543006,$254.25,$256.92,$251.81
07/11/2024,$254.80,5548256,$251.22,$255.65,$249.87
07/10/2024,$250.49,4092739,$247.00,$250.56,$245.90
07/09/2024,$245.82,4930592,$247.23,$247.40,$243.53
07/08/2024,$247.85,3163853,$251.76,$252.575,$247.06
07/05/2024,$251.09,2814312,$251.00,$251.415,$248.81
07/03/2024,$250.00,2026070,$248.50,$250.98,$248.18
07/02/2024,$247.79,3944881,$249.68,$251.03,$247.41
07/01/2024,$249.99,3817576,$254.83,$255.34,$249.72
06/28/2024,$254.84,8958712,$257.54,$259.49,$252.86
06/27/2024,$258.17,2650996,$258.00,$258.83,$256.97
06/26/2024,$257.83,2796088,$256.65,$258.17,$254.68
06/25/2024,$257.38,4252250,$260.13,$260.13,$255.59
06/24/2024,$260.38,3901231,$259.00,$261.37,$257.80
06/21/2024,$259.39,8426647,$258.28,$261.46,$255.61
06/20/2024,$253.80,4046527,$250.27,$255.69,$249.511
06/18/2024,$250.79,2956314,$253.95,$254.35,$249.35
06/17/2024,$253.51,2532906,$252.30,$254.52,$251.88
06/14/2024,$253.58,2806560,$252.86,$253.62,$250.614
06/13/2024,$253.70,3152985,$253.59,$254.74,$251.18
06/12/2024,$254.48,3169566,$254.88,$256.31,$253.41
06/11/2024,$254.28,2729439,$253.01,$254.6889,$252.10
06/10/2024,$253.81,2867127,$256.00,$256.00,$253.15
06/07/2024,$256.21,2290085,$260.07,$261.395,$255.34
06/06/2024,$260.72,3354270,$260.91,$261.785,$258.93
06/05/2024,$259.99,4136828,$261.50,$261.735,$258.66
06/04/2024,$262.72,4592727,$259.34,$263.09,$259.25
06/03/2024,$259.75,4342771,$257.93,$259.95,$255.60
05/31/2024,$258.89,6125399,$254.19,$259.25,$253.505
05/30/2024,$252.07,3599768,$250.61,$252.96,$250.0975
05/29/2024,$249.37,4029317,$253.36,$253.80,$249.16
05/28/2024,$253.54,4324728,$257.39,$258.81,$252.645
05/24/2024,$258.11,3382879,$258.74,$260.46,$257.52
05/23/2024,$257.93,5636170,$265.13,$265.62,$257.60
05/22/2024,$265.77,1906061,$265.87,$266.82,$264.55
05/21/2024,$265.87,2362574,$268.51,$269.0793,$265.44
05/20/2024,$267.87,2651117,$271.74,$272.125,$267.28
05/17/2024,$272.38,2454570,$274.06,$274.06,$270.92
05/16/2024,$273.51,2339864,$274.51,$275.56,$272.92
05/15/2024,$273.87,2982621,$271.11,$274.37,$270.231
05/14/2024,$270.66,3143235,$272.12,$272.77,$268.7124
05/13/2024,$271.32,3840670,$275.38,$276.74,$271.14
05/10/2024,$275.00,4983501,$268.17,$275.38,$267.84
05/09/2024,$267.95,3139960,$268.46,$268.48,$267.02
05/08/2024,$268.49,3259842,$267.50,$268.93,$266.06
05/07/2024,$267.50,3160026,$270.04,$270.67,$266.99
05/06/2024,$269.30,2481336,$271.06,$271.875,$269.04
05/03/2024,$270.32,2642344,$274.14,$274.62,$268.89
05/02/2024,$273.28,3083956,$274.51,$276.31,$272.71
05/01/2024,$274.43,4843553,$271.38,$276.43,$270.05
04/30/2024,$273.04,6894367,$264.33,$276.8699,$262.63
04/29/2024,$273.55,3187813,$273.83,$274.43,$272.595
04/26/2024,$273.09,3636458,$271.23,$276.11,$270.3701
04/25/2024,$275.60,4179755,$277.02,$279.82,$274.72
04/24/2024,$276.75,4071571,$275.54,$277.03,$272.89
04/23/2024,$276.88,3275678,$276.82,$277.40,$274.24
04/22/2024,$275.58,3129435,$273.75,$276.50,$272.32
04/19/2024,$271.99,3017097,$272.01,$272.22,$270.48
04/18/2024,$270.98,3402674,$270.98,$271.29,$268.845
04/17/2024,$269.95,3383099,$266.50,$270.12,$265.52
04/16/2024,$265.43,2912853,$266.13,$266.99,$265.15
04/15/2024,$266.23,3686881,$267.86,$268.525,$266.05
04/12/2024,$267.39,2708630,$267.91,$268.23,$266.58
04/11/2024,$268.62,2519172,$269.50,$269.88,$267.15
04/10/2024,$268.67,3817458,$266.97,$268.99,$265.11
04/09/2024,$269.44,3935142,$266.22,$269.67,$265.50
04/08/2024,$267.56,3753206,$267.24,$268.6892,$265.87
04/05/2024,$266.69,6816035,$269.42,$270.62,$266.36
04/04/2024,$270.09,4095144,$276.24,$276.24,$269.92
04/03/2024,$275.54,2747979,$276.57,$277.96,$275.15
04/02/2024,$277.74,2907899,$280.00,$280.48,$277.45
04/01/2024,$280.22,2408799,$281.50,$281.55,$278.64
03/28/2024,$281.95,3454073,$282.25,$283.3799,$281.2525
03/27/2024,$282.02,2604991,$278.10,$282.30,$278.10
03/26/2024,$278.62,2572061,$279.22,$279.45,$277.17
03/25/2024,$278.62,2985467,$280.00,$280.58,$277.64
03/22/2024,$282.63,2556320,$283.88,$284.385,$282.12
03/21/2024,$283.53,3653332,$284.50,$285.58,$282.64
03/20/2024,$284.45,2867302,$283.50,$284.60,$281.37
03/19/2024,$282.87,4055380,$279.20,$284.40,$278.585
03/18/2024,$278.58,3319435,$279.47,$280.30,$278.07
03/15/2024,$279.14,5071675,$281.89,$284.23,$278.38
03/14/2024,$281.73,4659308,$282.42,$282.52,$277.829
03/13/2024,$282.86,5441262,$292.26,$293.47,$282.60
03/12/2024,$294.31,2233076,$295.68,$296.355,$293.54
03/11/2024,$294.82,2893336,$292.15,$295.45,$291.87
03/08/2024,$292.55,2482336,$290.04,$293.48,$288.83
03/07/2024,$291.11,2237730,$294.20,$294.915,$291.03
03/06/2024,$292.93,2347965,$293.33,$295.14,$292.15
03/05/2024,$292.54,2969609,$291.56,$293.51,$288.92
03/04/2024,$290.94,2832011,$289.37,$291.24,$288.50
03/01/2024,$290.73,3028869,$291.39,$292.67,$289.53
02/29/2024,$292.28,3601848,$294.20,$294.75,$291.71
02/28/2024,$295.19,2507286,$294.03,$296.10,$292.72
02/27/2024,$293.76,2811237,$296.80,$296.80,$293.32
02/26/2024,$297.12,2595344,$298.21,$298.68,$296.40
02/23/2024,$297.75,2199138,$296.00,$298.74,$295.07
02/22/2024,$295.92,3146598,$294.00,$296.67,$293.245
02/21/2024,$293.91,2076811,$293.09,$295.20,$292.25
02/20/2024,$292.65,2263994,$292.00,$295.4999,$291.84
02/16/2024,$292.02,2837573,$290.79,$293.70,$289.26
02/15/2024,$291.86,2401617,$287.90,$292.10,$287.28
02/14/2024,$288.17,2139326,$287.32,$288.32,$286.59
02/13/2024,$287.11,2756190,$288.63,$289.90,$285.67
02/12/2024,$289.44,2392314,$289.00,$291.19,$288.76
02/09/2024,$289.47,3323000,$292.15,$292.51,$288.92
02/08/2024,$291.93,4605245,$286.20,$293.15,$284.20
02/07/2024,$287.33,3954659,$285.05,$290.53,$284.11
02/06/2024,$284.65,5928192,$282.97,$284.68,$281.54
02/05/2024,$285.97,7581895,$287.01,$291.44,$283.33
02/02/2024,$297.05,3971607,$296.07,$298.17,$293.35
02/01/2024,$298.08,3380568,$291.70,$298.13,$290.28
01/31/2024,$292.72,3476264,$295.90,$297.44,$291.655
01/30/2024,$294.65,2524205,$292.14,$294.92,$290.20
01/29/2024,$292.31,3899706,$291.64,$292.76,$288.31
01/26/2024,$292.26,4210521,$295.33,$295.98,$291.70
01/25/2024,$297.21,3219625,$300.74,$301.31,$296.09
01/24/2024,$300.44,3209675,$300.00,$302.035,$299.31
01/23/2024,$300.05,1873976,$297.44,$300.21,$297.125
01/22/2024,$298.41,3250224,$300.95,$302.39,$297.7375
01/19/2024,$300.53,4250885,$298.00,$301.08,$296.525
01/18/2024,$294.36,2221156,$292.09,$294.48,$291.31
01/17/2024,$291.16,2008289,$290.14,$292.34,$290.125
01/16/2024,$291.09,2859014,$293.47,$294.25,$289.98
01/12/2024,$293.47,1714818,$295.46,$295.75,$292.84
01/11/2024,$294.15,2047352,$294.45,$294.95,$290.65
01/10/2024,$294.09,2199689,$291.00,$294.39,$290.87
01/09/2024,$290.87,2176451,$289.63,$290.87,$287.52
01/08/2024,$291.90,3097218,$288.51,$292.00,$287.52
01/05/2024,$288.99,3407310,$289.21,$290.33,$287.20
01/04/2024,$291.74,4615370,$295.32,$297.27,$290.92
01/03/2024,$294.39,3114788,$297.00,$297.99,$294.25
01/02/2024,$297.04,4458519,$295.05,$297.28,$295.05
12/29/2023,$296.51,2227806,$295.83,$296.85,$295.31
12/28/2023,$295.84,1907271,$294.47,$296.47,$294.00
12/27/2023,$294.55,1892081,$292.50,$294.63,$292.465
12/26/2023,$292.86,1381655,$291.22,$293.05,$290.89
12/22/2023,$291.70,1700320,$290.70,$292.47,$290.50
12/21/2023,$291.39,2313127,$290.57,$291.53,$289.2883
12/20/2023,$288.99,2398593,$290.73,$291.67,$288.72
12/19/2023,$290.73,2054430,$290.67,$291.72,$289.59
12/18/2023,$290.23,2490110,$288.65,$290.59,$287.56
12/15/2023,$287.27,6328510,$290.41,$291.75,$285.72
12/14/2023,$290.02,4626777,$294.60,$295.27,$288.01
12/13/2023,$295.93,3312275,$291.69,$295.97,$291.5487
12/12/2023,$291.42,2252223,$289.12,$291.70,$288.51
12/11/2023,$289.15,3353037,$285.56,$289.31,$285.56
12/08/2023,$285.53,3623843,$287.33,$287.895,$285.05
12/07/2023,$286.79,3131914,$287.49,$288.15,$285.64
12/06/2023,$286.86,2765101,$286.73,$287.37,$283.40
12/05/2023,$286.54,3005333,$286.55,$288.76,$285.205
12/04/2023,$286.13,3522889,$284.99,$287.40,$284.99
12/01/2023,$285.96,4967526,$283.25,$286.86,$283.00
11/30/2023,$281.84,5030565,$280.42,$282.28,$278.06
11/29/2023,$280.38,2433432,$282.21,$282.47,$279.50
11/28/2023,$282.09,2199591,$281.50,$283.54,$281.345
11/27/2023,$281.84,3703855,$282.66,$283.90,$281.09
11/24/2023,$282.54,1217950,$282.00,$282.59,$281.03
11/22/2023,$281.93,2285961,$281.25,$282.41,$281.20
11/21/2023,$280.47,2941040,$279.87,$280.67,$278.43
11/20/2023,$279.03,3499648,$275.35,$279.795,$275.02
11/17/2023,$275.75,2604865,$276.55,$277.12,$275.15
11/16/2023,$276.12,3593676,$271.07,$276.16,$271.03
11/15/2023,$270.39,2576075,$272.43,$273.10,$269.025
11/14/2023,$271.49,2647793,$270.00,$271.66,$269.35
11/13/2023,$269.20,2591880,$267.40,$269.72,$267.255
11/10/2023,$267.79,2665049,$267.33,$268.125,$265.21
11/09/2023,$266.91,2501652,$268.24,$268.34,$265.94
11/08/2023,$267.49,2223517,$268.83,$270.06,$267.28
11/07/2023,$268.67,2360790,$268.80,$269.79,$268.11
11/06/2023,$268.91,3090714,$268.01,$269.105,$267.30
11/03/2023,$267.87,3126467,$267.56,$268.61,$265.485
11/02/2023,$266.85,4109728,$263.59,$267.42,$263.51
11/01/2023,$261.97,3542997,$263.00,$263.385,$259.835
10/31/2023,$262.17,3990553,$263.46,$263.69,$259.75
10/30/2023,$260.15,6305078,$260.10,$262.06,$254.60
10/27/2023,$255.76,3209027,$256.55,$259.38,$254.87
10/26/2023,$255.83,2702639,$258.36,$259.54,$255.68
10/25/2023,$258.03,2759053,$258.12,$259.43,$256.94
10/24/2023,$257.27,2467986,$254.68,$257.76,$254.68
10/23/2023,$254.75,3409763,$256.61,$257.235,$254.54
10/20/2023,$258.11,3779195,$258.96,$260.34,$257.56
10/19/2023,$258.38,5646173,$256.26,$262.56,$256.26
10/18/2023,$256.03,4559192,$252.85,$257.09,$252.3439
10/17/2023,$251.14,2627508,$250.09,$251.40,$249.38
10/16/2023,$249.94,2774674,$249.22,$250.49,$248.07
10/13/2023,$248.31,2647124,$246.82,$248.809,$246.00
10/12/2023,$246.19,3528336,$251.69,$252.15,$245.88
10/11/2023,$250.92,2919421,$252.59,$252.6925,$249.3862
10/10/2023,$251.52,3129625,$251.72,$253.43,$250.50
10/09/2023,$249.92,2782286,$247.72,$249.99,$247.26
10/06/2023,$248.22,5130674,$250.00,$250.8229,$245.73
10/05/2023,$252.23,3799645,$256.00,$257.85,$251.58
10/04/2023,$255.81,2819983,$255.33,$256.25,$254.01
10/03/2023,$254.49,3408128,$257.21,$258.30,$253.87
10/02/2023,$257.75,4425045,$262.00,$262.065,$257.455
09/29/2023,$263.44,3367111,$267.15,$267.37,$261.75
09/28/2023,$265.59,2182553,$264.23,$266.305,$263.1311
09/27/2023,$263.64,2734864,$267.72,$267.94,$262.285
09/26/2023,$267.72,2251605,$268.82,$269.30,$266.58
09/25/2023,$269.78,1895538,$270.45,$271.76,$268.91
09/22/2023,$272.22,1958486,$271.40,$273.64,$270.83
09/21/2023,$271.22,2370338,$276.94,$277.19,$271.02
09/20/2023,$277.20,1979858,$278.74,$280.27,$277.14
09/19/2023,$278.13,2128275,$276.44,$278.255,$276.44
09/18/2023,$277.72,2884929,$278.72,$280.27,$276.93
09/15/2023,$278.23,5730667,$283.86,$283.86,$277.73
09/14/2023,$284.76,2219694,$283.33,$285.60,$282.57
09/13/2023,$281.77,1724297,$281.67,$282.89,$280.61
09/12/2023,$280.71,1450296,$279.49,$281.495,$277.685
09/11/2023,$279.76,2433249,$279.69,$280.13,$278.56
09/08/2023,$279.22,2351438,$278.08,$280.35,$277.85
09/07/2023,$278.33,3732754,$277.25,$278.99,$276.0987
09/06/2023,$275.44,2705819,$278.00,$278.6476,$275.00
09/05/2023,$279.16,2410330,$281.00,$281.64,$279.06
09/01/2023,$280.94,2136591,$282.54,$283.14,$279.131
08/31/2023,$281.15,2979992,$283.21,$283.80,$280.88
08/30/2023,$284.24,2410679,$283.80,$285.98,$283.29
