Date,Close/Last,Volume,Open,High,Low
01/17/2025,$147.03,10773050,$147.44,$148.38,$146.61
01/16/2025,$147.77,8964016,$144.32,$148.07,$144.06
01/15/2025,$144.97,7434562,$145.31,$146.05,$144.26
01/14/2025,$144.75,8681741,$144.50,$144.81,$142.86
01/13/2025,$144.47,10376380,$142.98,$145.07,$142.31
01/10/2025,$142.06,8821541,$141.00,$143.67,$140.68
01/08/2025,$142.27,11175550,$145.49,$145.59,$141.44
01/07/2025,$146.23,8422010,$143.755,$147.18,$143.59
01/06/2025,$143.66,7910493,$143.51,$144.815,$142.93
01/03/2025,$144.19,5879816,$144.07,$144.575,$143.62
01/02/2025,$144.02,6051330,$145.23,$145.77,$143.78
12/31/2024,$144.62,5811401,$143.76,$144.67,$143.3098
12/30/2024,$143.34,6268692,$144.84,$144.88,$142.95
12/27/2024,$145.05,5588306,$144.87,$146.60,$144.68
12/26/2024,$145.58,4656981,$145.51,$146.37,$145.09
12/24/2024,$145.85,3164071,$145.00,$145.85,$144.3325
12/23/2024,$145.27,8720824,$144.63,$145.33,$143.45
12/20/2024,$144.47,17702760,$143.05,$145.47,$142.75
12/19/2024,$143.58,9516653,$144.14,$145.22,$143.37
12/18/2024,$144.75,9336094,$145.678,$146.74,$144.67
12/17/2024,$146.41,10342960,$143.84,$146.66,$143.71
12/16/2024,$143.85,8732378,$146.73,$147.25,$143.52
12/13/2024,$146.62,8324900,$145.66,$146.93,$145.04
12/12/2024,$146.24,6176269,$147.20,$147.77,$146.01
12/11/2024,$146.64,13446660,$148.50,$148.50,$146.37
12/10/2024,$149.23,9398671,$149.93,$150.83,$148.33
12/09/2024,$149.60,8410303,$149.29,$150.89,$148.44
12/06/2024,$149.31,8389611,$149.39,$150.05,$148.38
12/05/2024,$149.52,7898098,$150.00,$150.38,$148.95
12/04/2024,$150.47,10333110,$151.29,$151.56,$149.75
12/03/2024,$152.36,8674415,$154.80,$154.80,$152.305
12/02/2024,$154.80,6946494,$154.75,$155.00,$153.9258
11/29/2024,$155.01,5687821,$154.89,$155.67,$154.169
11/27/2024,$155.40,4140444,$154.63,$156.63,$154.60
11/26/2024,$154.52,5683499,$155.16,$155.25,$153.16
11/25/2024,$155.78,12256240,$155.17,$157.035,$155.14
11/22/2024,$155.17,8265961,$155.90,$157.115,$154.11
11/21/2024,$155.50,10141060,$153.62,$156.06,$152.81
11/20/2024,$153.11,9061274,$153.03,$153.25,$151.81
11/19/2024,$153.00,8233678,$153.945,$153.99,$152.05
11/18/2024,$154.77,7514177,$152.59,$155.33,$152.33
11/15/2024,$154.00,11328520,$150.90,$154.43,$150.90
11/14/2024,$151.87,7716385,$153.18,$153.5918,$150.76
11/13/2024,$153.24,7162233,$152.50,$153.51,$151.4245
11/12/2024,$152.64,7181408,$154.53,$155.04,$152.37
11/11/2024,$155.04,7146759,$155.62,$157.58,$154.91
11/08/2024,$155.47,8926134,$157.00,$157.08,$155.41
11/07/2024,$156.73,7522812,$158.47,$158.75,$156.51
11/06/2024,$157.88,8926601,$159.90,$160.85,$157.355
11/05/2024,$158.35,6547074,$157.67,$158.59,$156.35
11/04/2024,$158.24,4644011,$159.70,$160.28,$158.07
11/01/2024,$160.13,5256652,$160.58,$161.06,$159.88
10/31/2024,$159.86,8613860,$159.99,$160.87,$159.46
10/30/2024,$160.61,5820530,$159.45,$161.28,$159.0302
10/29/2024,$160.09,5216879,$161.46,$162.17,$160.06
10/28/2024,$161.60,4842653,$161.13,$161.97,$161.00
10/25/2024,$160.88,6400449,$163.68,$163.92,$160.61
10/24/2024,$163.67,5386525,$165.00,$165.51,$163.34
10/23/2024,$165.86,7442026,$162.82,$166.00,$162.42
10/22/2024,$163.45,5680612,$162.32,$163.73,$161.90
10/21/2024,$162.83,6082736,$165.10,$165.25,$162.31
10/18/2024,$165.12,5908012,$164.89,$165.2896,$163.93
10/17/2024,$164.47,4798238,$164.26,$165.00,$163.63
10/16/2024,$164.28,5982291,$164.00,$164.99,$162.64
10/15/2024,$164.10,10547970,$160.00,$166.75,$159.00
10/14/2024,$161.60,5963961,$161.40,$162.14,$160.90
10/11/2024,$161.46,5253459,$162.18,$162.66,$161.20
10/10/2024,$160.51,4793889,$161.36,$161.39,$159.995
10/09/2024,$160.65,6047269,$159.92,$161.215,$159.51
10/08/2024,$159.69,4766250,$159.49,$160.245,$158.95
10/07/2024,$159.53,4265971,$160.25,$160.86,$159.22
10/04/2024,$160.29,5331694,$159.63,$160.50,$158.775
10/03/2024,$160.50,4791223,$160.78,$161.44,$160.22
10/02/2024,$161.17,4684472,$161.51,$162.12,$160.65
10/01/2024,$161.99,4408019,$162.43,$162.75,$161.18
09/30/2024,$162.06,6010407,$161.57,$162.18,$160.68
09/27/2024,$161.40,7553905,$162.00,$163.43,$161.34
09/26/2024,$161.39,6122231,$160.24,$161.54,$160.02
09/25/2024,$160.60,5420011,$163.00,$163.315,$160.36
09/24/2024,$162.78,6041561,$162.79,$163.49,$161.55
09/23/2024,$163.22,4671645,$164.40,$164.50,$162.72
09/20/2024,$164.16,11838970,$164.30,$164.87,$163.55
09/19/2024,$164.82,4956119,$166.23,$166.37,$164.42
09/18/2024,$166.15,4722765,$166.63,$168.35,$165.74
09/17/2024,$167.07,5066586,$166.24,$167.72,$165.93
09/16/2024,$166.99,5187887,$166.36,$167.25,$165.78
09/13/2024,$165.52,3693548,$164.74,$165.75,$163.82
09/12/2024,$164.64,4541046,$164.20,$165.10,$162.7101
09/11/2024,$164.82,5920165,$166.79,$166.79,$164.09
09/10/2024,$167.38,6559734,$167.50,$168.46,$166.745
09/09/2024,$166.61,7538233,$164.84,$167.405,$164.47
09/06/2024,$164.38,6016884,$165.18,$165.9399,$164.12
09/05/2024,$164.99,4600392,$167.20,$167.37,$164.83
09/04/2024,$167.36,6939132,$167.81,$168.85,$166.04
09/03/2024,$167.16,6956452,$165.24,$167.81,$164.77
08/30/2024,$165.86,7971017,$164.12,$165.98,$163.81
08/29/2024,$164.23,7390125,$164.63,$164.72,$163.36
08/28/2024,$163.92,5187198,$163.00,$165.00,$162.71
08/27/2024,$162.95,4388728,$163.50,$164.035,$162.16
08/26/2024,$164.61,6870622,$164.17,$165.71,$163.54
08/23/2024,$164.13,7093429,$162.50,$164.22,$161.695
08/22/2024,$162.35,6552142,$162.00,$162.49,$160.79
08/21/2024,$161.43,5019375,$160.40,$161.48,$160.31
08/20/2024,$160.16,7275133,$160.00,$160.93,$159.67
08/19/2024,$159.63,4408517,$159.46,$160.295,$159.13
08/16/2024,$159.39,5012774,$159.14,$159.94,$158.18
08/15/2024,$159.09,7237785,$158.37,$159.495,$157.84
08/14/2024,$158.48,5141249,$157.83,$159.55,$157.40
08/13/2024,$158.39,9711395,$160.27,$160.37,$156.44
08/12/2024,$159.88,7605419,$160.97,$161.70,$158.71
08/09/2024,$160.62,4579186,$160.12,$160.93,$159.34
08/08/2024,$160.22,5094830,$158.57,$160.70,$158.03
08/07/2024,$158.90,5993028,$158.87,$160.615,$158.19
08/06/2024,$158.97,7607144,$161.05,$161.48,$158.94
08/05/2024,$161.25,12032210,$163.795,$165.78,$160.58
08/02/2024,$164.14,11280360,$161.90,$164.85,$161.00
08/01/2024,$160.76,7213419,$158.48,$160.81,$157.71
07/31/2024,$157.85,8293239,$159.85,$160.35,$157.74
07/30/2024,$161.33,6545677,$158.54,$161.55,$158.36
07/29/2024,$158.56,5625204,$159.97,$160.00,$158.05
07/26/2024,$160.64,8356878,$159.75,$161.58,$159.4724
07/25/2024,$159.64,10019580,$156.48,$160.58,$156.00
07/24/2024,$156.28,7168217,$152.76,$156.41,$152.33
07/23/2024,$152.35,6261870,$153.31,$153.50,$151.57
07/22/2024,$154.24,6840609,$154.77,$155.11,$153.59
07/19/2024,$154.69,7398036,$156.51,$156.51,$154.12
07/18/2024,$155.42,10166250,$155.60,$157.07,$154.62
07/17/2024,$156.58,13801430,$151.55,$157.49,$151.415
07/16/2024,$151.01,6469582,$149.69,$151.08,$149.16
07/15/2024,$149.24,6711354,$150.08,$150.25,$148.87
07/12/2024,$149.88,5336394,$150.00,$150.88,$149.24
07/11/2024,$149.70,6352109,$149.58,$150.58,$148.64
07/10/2024,$149.43,6093187,$147.26,$149.47,$146.68
07/09/2024,$147.05,5892187,$145.67,$147.13,$145.18
07/08/2024,$145.48,5260229,$146.40,$147.22,$145.25
07/05/2024,$146.48,4888535,$145.77,$146.55,$144.50
07/03/2024,$145.69,3246157,$146.20,$146.65,$144.74
07/02/2024,$146.03,5491962,$146.43,$147.15,$145.74
07/01/2024,$146.44,5144443,$146.07,$148.70,$145.6201
06/28/2024,$146.16,10495740,$146.04,$147.07,$145.65
06/27/2024,$145.80,5739246,$146.80,$147.36,$144.84
06/26/2024,$146.82,5267809,$146.20,$147.19,$145.78
06/25/2024,$147.19,6620303,$149.18,$149.20,$146.94
06/24/2024,$149.12,6914671,$149.00,$149.7199,$148.17
06/21/2024,$148.75,15176870,$147.89,$149.08,$147.37
06/20/2024,$147.78,8749717,$145.27,$148.08,$145.01
06/18/2024,$145.65,6156572,$145.96,$146.39,$145.265
06/17/2024,$145.95,6666583,$145.02,$146.43,$144.74
06/14/2024,$145.54,4075342,$145.14,$145.97,$144.48
06/13/2024,$145.45,6840374,$145.07,$146.00,$143.88
06/12/2024,$145.41,6180493,$147.06,$147.21,$144.78
06/11/2024,$146.76,5661236,$146.81,$147.16,$145.44
06/10/2024,$147.13,5751309,$146.53,$147.56,$145.60
06/07/2024,$147.08,5111626,$146.68,$148.30,$146.34
06/06/2024,$146.42,5016301,$145.50,$147.00,$144.66
06/05/2024,$145.97,5891299,$147.97,$147.99,$145.855
06/04/2024,$147.80,8876441,$147.48,$148.31,$146.19
06/03/2024,$147.74,7329241,$147.25,$148.90,$146.77
05/31/2024,$146.67,14621200,$145.57,$147.48,$145.19
05/30/2024,$145.28,8491111,$144.62,$145.61,$144.02
05/29/2024,$144.44,8263810,$143.82,$145.415,$143.71
05/28/2024,$144.38,10499830,$146.79,$146.79,$144.1502
05/24/2024,$146.97,9520576,$149.53,$149.8139,$146.76
05/23/2024,$149.70,8000422,$152.75,$152.84,$149.375
05/22/2024,$153.50,6609788,$150.84,$154.08,$150.32
05/21/2024,$151.24,5492354,$151.78,$152.585,$150.785
05/20/2024,$151.27,7742280,$153.10,$153.39,$151.26
05/17/2024,$154.64,6521794,$154.86,$154.86,$153.7129
05/16/2024,$154.28,7590959,$153.00,$154.38,$152.33
05/15/2024,$152.67,5547955,$151.82,$152.95,$151.30
05/14/2024,$151.38,8254171,$151.85,$152.21,$150.70
05/13/2024,$151.22,5628467,$150.04,$152.00,$149.705
05/10/2024,$149.91,5710566,$150.00,$150.09,$149.19
05/09/2024,$149.85,6546153,$148.98,$150.10,$148.89
05/08/2024,$148.95,7735148,$149.12,$149.73,$148.70
05/07/2024,$148.72,7333730,$149.38,$149.73,$148.45
05/06/2024,$148.58,5042757,$149.87,$150.05,$147.91
05/03/2024,$149.27,6532718,$149.89,$149.89,$147.82
05/02/2024,$149.92,8459796,$152.04,$152.33,$149.14
05/01/2024,$151.18,14473710,$148.735,$151.85,$147.62
04/30/2024,$144.59,8817719,$146.88,$146.88,$144.53
04/29/2024,$146.82,6461588,$146.14,$147.22,$145.985
04/26/2024,$146.14,6182982,$146.70,$147.175,$145.95
04/25/2024,$146.82,7642732,$149.37,$149.58,$146.33
04/24/2024,$148.53,9756259,$148.14,$148.99,$146.86
04/23/2024,$149.56,10110440,$149.86,$150.49,$148.20
04/22/2024,$149.12,10118690,$148.51,$150.27,$147.30
04/19/2024,$147.91,9750751,$146.15,$148.13,$144.54
04/18/2024,$145.74,9887704,$144.98,$145.80,$143.13
04/17/2024,$144.77,9378059,$145.00,$145.41,$143.54
04/16/2024,$144.45,12774860,$145.01,$146.25,$143.39
04/15/2024,$147.59,8502266,$148.37,$149.49,$147.37
04/12/2024,$147.52,7100178,$148.06,$149.065,$147.15
04/11/2024,$148.79,8374434,$150.80,$150.87,$148.39
04/10/2024,$150.20,6809519,$151.53,$151.82,$149.76
04/09/2024,$152.29,6135556,$151.55,$152.5301,$150.94
04/08/2024,$151.59,5935415,$151.99,$153.035,$151.56
04/05/2024,$152.39,6783020,$152.03,$153.01,$151.61
04/04/2024,$152.50,6947423,$155.31,$155.50,$152.41
04/03/2024,$154.26,8098242,$157.79,$158.05,$154.25
04/02/2024,$157.73,6102497,$156.57,$157.83,$155.95
04/01/2024,$157.78,4364699,$157.72,$158.15,$156.77
03/28/2024,$158.19,6181503,$158.20,$159.14,$158.11
03/27/2024,$157.96,8461600,$155.99,$158.22,$155.44
03/26/2024,$155.77,6864099,$155.61,$156.23,$154.76
03/25/2024,$155.22,7498100,$155.40,$155.9836,$154.90
03/22/2024,$155.23,7248622,$155.69,$156.36,$155.11
03/21/2024,$155.75,5915777,$155.59,$156.95,$155.10
03/20/2024,$155.76,5982304,$155.70,$156.44,$155.21
03/19/2024,$156.21,7840624,$156.67,$156.86,$155.66
03/18/2024,$156.76,6602255,$158.57,$158.69,$156.50
03/15/2024,$158.18,13165500,$158.06,$159.19,$157.10
03/14/2024,$159.21,6988264,$160.94,$161.54,$158.69
03/13/2024,$161.10,6260000,$162.53,$162.68,$159.81
03/12/2024,$162.74,8018736,$161.58,$163.11,$161.13
03/11/2024,$161.23,4620826,$159.49,$161.32,$158.88
03/08/2024,$159.52,5283951,$158.87,$160.39,$158.425
03/07/2024,$158.87,5188726,$160.00,$160.36,$158.24
03/06/2024,$159.34,5773683,$159.46,$160.93,$159.22
03/05/2024,$159.97,8298182,$160.62,$161.24,$159.20
03/04/2024,$159.84,8533083,$161.32,$161.61,$158.27
03/01/2024,$162.12,5670135,$161.83,$162.57,$161.09
02/29/2024,$161.38,9849270,$162.00,$162.19,$160.94
02/28/2024,$161.55,6071076,$161.00,$161.61,$160.29
02/27/2024,$160.98,5078650,$160.34,$161.04,$159.64
02/26/2024,$160.79,5465417,$161.80,$162.01,$160.57
02/23/2024,$161.84,6725963,$160.88,$162.25,$160.16
02/22/2024,$160.45,8065010,$158.98,$160.74,$157.77
02/21/2024,$158.68,7473300,$158.02,$158.69,$157.1312
02/20/2024,$157.86,9501742,$156.56,$158.61,$156.44
02/16/2024,$156.55,8540961,$156.60,$157.255,$155.67
02/15/2024,$157.92,7462529,$155.98,$158.475,$155.89
02/14/2024,$155.74,9098805,$156.35,$156.46,$154.84
02/13/2024,$156.47,8621022,$157.64,$158.45,$155.75
02/12/2024,$157.85,6701508,$156.58,$158.41,$156.35
02/09/2024,$156.76,6529202,$156.27,$157.20,$155.67
02/08/2024,$156.40,9754960,$157.34,$157.34,$155.31
02/07/2024,$157.98,8690294,$157.80,$159.37,$157.69
02/06/2024,$158.06,9230611,$155.83,$158.73,$155.60
02/05/2024,$155.80,9121808,$156.61,$156.89,$155.34
02/02/2024,$156.61,8295916,$157.97,$158.31,$155.94
02/01/2024,$158.36,8012122,$158.16,$158.49,$157.05
01/31/2024,$158.90,8257029,$160.40,$160.62,$158.67
01/30/2024,$158.77,7200538,$159.35,$159.76,$158.13
01/29/2024,$159.36,6483190,$159.01,$160.0699,$158.96
01/26/2024,$159.50,5591930,$160.43,$160.74,$159.3601
01/25/2024,$159.56,5478898,$159.00,$159.62,$158.47
01/24/2024,$158.96,7247926,$159.75,$160.60,$158.16
01/23/2024,$159.81,9149777,$159.66,$160.5075,$156.91
01/22/2024,$162.47,6824156,$162.00,$163.58,$161.34
01/19/2024,$161.68,7071320,$161.15,$161.9226,$160.28
01/18/2024,$161.21,5368502,$160.00,$161.37,$159.69
01/17/2024,$160.43,5072104,$160.25,$161.30,$159.87
01/16/2024,$160.52,6923174,$161.57,$162.25,$160.18
01/12/2024,$162.39,4496942,$161.84,$162.47,$161.69
01/11/2024,$161.15,4946015,$162.07,$162.199,$160.78
01/10/2024,$161.87,4945088,$161.825,$162.62,$161.20
01/09/2024,$161.63,6357014,$161.63,$163.28,$160.595
01/08/2024,$161.53,6569810,$161.10,$161.66,$159.61
01/05/2024,$161.13,5602564,$160.50,$161.34,$159.47
01/04/2024,$160.63,6766641,$161.59,$161.98,$160.42
01/03/2024,$160.97,8231987,$160.64,$161.44,$159.80
01/02/2024,$159.97,9622108,$156.93,$161.6393,$156.79
12/29/2023,$156.74,4313691,$156.51,$156.90,$155.98
12/28/2023,$156.58,4377535,$156.00,$157.24,$155.99
12/27/2023,$156.35,5288101,$155.50,$156.52,$155.42
12/26/2023,$156.14,4170190,$155.00,$156.35,$154.85
12/22/2023,$155.46,3798865,$155.25,$156.53,$155.02
12/21/2023,$154.84,4598843,$153.69,$155.13,$153.30
12/20/2023,$153.27,7008313,$156.54,$156.66,$153.11
12/19/2023,$156.46,6651744,$155.30,$156.50,$154.94
12/18/2023,$155.44,7231383,$155.21,$156.44,$154.76
12/15/2023,$155.16,21727750,$155.49,$156.69,$153.76
12/14/2023,$156.87,9240800,$156.47,$157.16,$155.0474
12/13/2023,$155.79,10764580,$153.66,$155.94,$151.77
12/12/2023,$155.07,5324406,$155.00,$155.32,$153.65
12/11/2023,$155.06,6090360,$154.50,$155.48,$154.35
12/08/2023,$154.42,6254673,$155.42,$155.85,$153.84
12/07/2023,$155.40,6532388,$156.58,$156.58,$154.71
12/06/2023,$156.62,6642891,$158.52,$158.6592,$156.17
12/05/2023,$158.55,7268151,$158.80,$159.63,$158.22
12/04/2023,$158.88,8920279,$158.00,$160.02,$158.00
12/01/2023,$158.38,10342900,$156.44,$158.46,$155.47
11/30/2023,$154.66,12481870,$152.26,$155.14,$151.92
11/29/2023,$152.11,5190026,$151.33,$152.20,$151.07
11/28/2023,$151.63,5909044,$151.40,$151.81,$150.84
11/27/2023,$151.28,6449740,$152.29,$152.32,$150.97
11/24/2023,$152.50,3351448,$150.86,$152.6794,$150.86
11/22/2023,$150.82,4635503,$151.63,$152.04,$150.39
11/21/2023,$151.12,5916344,$150.10,$151.29,$149.61
11/20/2023,$149.91,8860472,$147.91,$150.40,$147.54
11/17/2023,$149.79,7025544,$150.55,$150.785,$149.065
11/16/2023,$150.10,6875566,$149.50,$150.17,$148.64
11/15/2023,$148.80,6729120,$147.35,$149.42,$147.27
11/14/2023,$147.66,6713647,$147.64,$148.54,$146.97
11/13/2023,$147.63,5889367,$147.25,$147.90,$146.65
11/10/2023,$147.25,6931611,$148.25,$148.50,$145.64
11/09/2023,$147.42,6973598,$150.50,$150.50,$147.26
11/08/2023,$150.35,5460167,$151.35,$151.83,$150.34
11/07/2023,$150.90,4840590,$151.93,$152.25,$150.68
11/06/2023,$151.70,4851421,$151.78,$152.425,$151.37
11/03/2023,$151.34,4926765,$151.21,$152.27,$150.145
11/02/2023,$150.24,5349097,$147.71,$150.40,$147.54
11/01/2023,$148.69,5732973,$149.19,$149.76,$148.46
10/31/2023,$148.34,7577017,$147.54,$148.545,$146.6416
10/30/2023,$147.03,8205509,$146.09,$147.24,$146.00
10/27/2023,$145.60,11385750,$148.49,$148.66,$144.95
10/26/2023,$149.00,7612507,$151.97,$151.97,$148.88
10/25/2023,$151.57,5880816,$151.24,$152.17,$150.23
10/24/2023,$151.23,6155269,$150.75,$151.96,$150.13
10/23/2023,$151.39,5873981,$152.86,$153.50,$151.21
10/20/2023,$153.00,7206976,$152.74,$153.87,$152.33
10/19/2023,$152.32,7733790,$151.67,$153.1093,$150.15
10/18/2023,$152.73,9097348,$155.41,$155.95,$152.05
10/17/2023,$156.09,12244370,$155.98,$158.9499,$154.6085
10/16/2023,$157.53,6408142,$157.82,$158.25,$156.84
10/13/2023,$156.85,5360347,$156.73,$157.36,$156.05
10/12/2023,$156.33,5792419,$155.92,$156.5599,$155.0663
10/11/2023,$156.18,6922907,$158.46,$159.05,$156.04
10/10/2023,$158.36,5273531,$158.38,$159.27,$157.90
10/09/2023,$158.54,4414322,$157.18,$158.88,$157.09
10/06/2023,$157.64,5802226,$157.08,$158.30,$156.59
10/05/2023,$157.14,5993541,$156.27,$158.0399,$156.07
10/04/2023,$155.52,4955308,$155.57,$155.93,$154.57
10/03/2023,$155.34,5741035,$154.68,$155.495,$153.89
10/02/2023,$155.15,7259935,$155.42,$155.42,$153.32
09/29/2023,$155.75,7680711,$157.37,$157.60,$155.35
09/28/2023,$156.88,7861879,$157.50,$157.96,$156.22
09/27/2023,$157.11,10210690,$158.58,$158.76,$155.255
09/26/2023,$159.02,4904860,$159.81,$160.08,$158.86
09/25/2023,$160.26,6722584,$160.07,$160.36,$158.73
09/22/2023,$160.50,4977354,$161.30,$161.40,$160.25
09/21/2023,$161.66,4526772,$162.57,$163.50,$161.59
09/20/2023,$162.91,3837595,$162.19,$163.5354,$161.66
09/19/2023,$162.20,5550851,$162.25,$162.85,$161.38
09/18/2023,$162.47,5789146,$162.12,$163.145,$160.75
09/15/2023,$161.45,13392070,$163.98,$164.82,$161.21
09/14/2023,$163.74,7758552,$164.68,$165.27,$163.44
09/13/2023,$163.99,7397520,$163.76,$164.95,$163.00
09/12/2023,$163.58,6045756,$162.22,$163.925,$161.53
09/11/2023,$162.66,6309295,$161.06,$162.69,$160.45
09/08/2023,$160.56,6958201,$159.59,$160.68,$159.19
09/07/2023,$160.03,9931811,$159.14,$161.06,$158.98
09/06/2023,$158.01,9753833,$159.84,$160.00,$157.35
09/05/2023,$160.68,9019777,$160.56,$161.97,$160.28
09/01/2023,$160.48,8610052,$161.42,$162.48,$160.015
08/31/2023,$161.68,15333000,$163.37,$163.57,$161.279
08/30/2023,$163.73,9939097,$165.11,$165.83,$163.68
