Date,Decile,Return
2016-04-01,1,0.000521411401990024
2016-04-01,2,0.00243459956339942
2016-04-01,3,0.005141249233274303
2016-04-01,4,-9.544088190727162e-05
2016-04-01,5,0.009757771766776502
2016-04-01,6,0.003334852197847127
2016-04-01,7,0.00493689965969657
2016-04-01,8,0.005424222051562344
2016-04-01,9,0.006824232350771453
2016-04-01,10,-0.002014654092364454
2016-05-01,10,0.013147075098917993
2016-05-01,9,0.0040189248506841135
2016-05-01,7,0.003769194390782049
2016-05-01,6,0.006658039018403672
2016-05-01,8,0.00924286693144194
2016-05-01,4,0.0009761836498414223
2016-05-01,3,0.015258362829930094
2016-05-01,2,0.00722713310997225
2016-05-01,1,0.011028351146696425
2016-05-01,5,0.00026120536067986144
2016-06-01,10,0.04460803291485016
2016-06-01,9,0.001935250976774494
2016-06-01,8,0.01513654248093621
2016-06-01,7,0.016402174113717916
2016-06-01,6,0.017174701158443773
2016-06-01,5,0.015279850988993315
2016-06-01,3,0.015957319577522222
2016-06-01,2,0.01975417336942331
2016-06-01,1,0.01746279638849857
2016-06-01,4,0.013864963311884804
2016-07-01,7,0.01990340846720806
2016-07-01,10,0.020687168349369456
2016-07-01,9,0.02196557279376421
2016-07-01,8,0.015265171929977672
2016-07-01,6,0.024951167930499674
2016-07-01,2,0.01737919409571509
2016-07-01,4,0.028291622251295
2016-07-01,3,0.029140269558739718
2016-07-01,5,0.06426004184971501
2016-07-01,1,0.021723875799988024
2016-08-01,9,0.009889312843168518
2016-08-01,8,0.01501389439796319
2016-08-01,7,0.01017543267378751
2016-08-01,6,0.024235956650672907
2016-08-01,10,0.004695766952039104
2016-08-01,4,0.008876456654658638
2016-08-01,3,0.0051729526390500435
2016-08-01,2,0.014791324205251533
2016-08-01,1,0.040800665737420694
2016-08-01,5,0.022471586613085792
2016-09-01,10,0.03957620546336926
2016-09-01,9,0.01243244459387216
2016-09-01,8,0.011814193420969454
2016-09-01,7,0.019859839754417186
2016-09-01,6,0.002390940439034539
2016-09-01,5,0.004955406035838994
2016-09-01,3,0.008095665362611193
2016-09-01,2,0.007923367244010215
2016-09-01,1,0.00997029348054701
2016-09-01,4,0.010355237196442824
2016-10-01,8,-0.003625154033285116
2016-10-01,10,0.017980200008497205
2016-10-01,9,0.014738565661630787
2016-10-01,6,0.013494268651341956
2016-10-01,7,0.0022084180155284017
2016-10-01,4,0.006784539813086354
2016-10-01,5,0.01112467067044709
2016-10-01,3,0.0016108962533256665
2016-10-01,2,0.0033830991435455093
2016-10-01,1,0.014444871040498297
2016-11-01,9,0.036838147213546835
2016-11-01,8,0.02016000094757553
2016-11-01,7,0.011413023112501586
2016-11-01,6,0.018206672450647776
2016-11-01,10,0.03682318883416458
2016-11-01,4,0.007487331277503673
2016-11-01,3,0.01389024896006874
2016-11-01,2,0.002962224203983732
2016-11-01,1,-0.006594048995298918
2016-11-01,5,0.01318213862052331
2016-12-01,10,0.02637106040551984
2016-12-01,9,-0.010406917979340458
2016-12-01,8,0.006980644818107784
2016-12-01,7,0.0039918660134004025
2016-12-01,6,0.0006088525645582266
2016-12-01,5,0.005854633451934488
2016-12-01,3,0.010957458171370726
2016-12-01,2,0.013430726773168145
2016-12-01,1,0.03799816303944503
2016-12-01,4,0.02130052921799508
2017-01-01,7,0.011000907872020349
2017-01-01,9,8.064251802375466e-05
2017-01-01,8,0.012375274024083005
2017-01-01,6,0.008096971895669602
2017-01-01,10,0.019196214148871737
2017-01-01,4,0.004477577386391873
2017-01-01,1,0.02708974124733521
2017-01-01,5,0.016127520371792547
2017-01-01,3,0.013035352093192953
2017-01-01,2,0.022790686772515167
2017-02-01,10,0.05475673919003787
2017-02-01,9,0.025052733836045782
2017-02-01,8,0.023153583223390006
2017-02-01,6,0.02890201025406469
2017-02-01,7,0.017029478942858667
2017-02-01,4,0.006402865031493343
2017-02-01,3,0.015008474989113285
2017-02-01,2,0.013281729082183835
2017-02-01,1,0.004531768094515831
2017-02-01,5,0.009987343541959293
2017-03-01,10,0.03045434589945417
2017-03-01,9,0.026351055153745806
2017-03-01,8,0.021750385500011626
2017-03-01,7,0.02161385758127654
2017-03-01,6,0.03153774125490161
2017-03-01,5,0.01421052198229078
2017-03-01,3,0.015900406241998066
2017-03-01,2,0.017088940718362977
2017-03-01,1,0.018345999779846522
2017-03-01,4,0.01979262413348115
2017-04-01,10,0.023374557999386925
2017-04-01,9,0.014776890378375152
2017-04-01,8,0.018468316960979614
2017-04-01,7,0.01826890139792159
2017-04-01,6,0.0048495110907267325
2017-04-01,5,0.02603325049377836
2017-04-01,3,0.017007109391208974
2017-04-01,2,0.022244918953461035
2017-04-01,1,0.014125715264048377
2017-04-01,4,0.02221912959112049
2017-05-01,8,0.0005249876371400397
2017-05-01,10,0.0011425527965323035
2017-05-01,9,0.01834023750636704
2017-05-01,6,0.02625047596333241
2017-05-01,7,0.014070722880646702
2017-05-01,4,0.02060970875646695
2017-05-01,1,0.024996708221117103
2017-05-01,2,0.03149691080605188
2017-05-01,5,0.017033909886939425
2017-05-01,3,0.01991663037047542
2017-06-01,1,0.02977809193904757
2017-06-01,2,0.016242833639302123
2017-06-01,3,0.014521430838799088
2017-06-01,4,0.019016964590150565
2017-06-01,5,0.013593037996151969
2017-06-01,6,0.012906010964901737
2017-06-01,7,0.01395479590701143
2017-06-01,8,0.010796277768946982
2017-06-01,9,0.005128164688586123
2017-06-01,10,0.015009231233576337
2017-07-01,7,0.004483665837642592
2017-07-01,10,0.021909491457553276
2017-07-01,9,0.021425558928814148
2017-07-01,8,0.013871049934604862
2017-07-01,6,0.0039258414739804515
