Decile,Mean Monthly Return,Std Dev,Count,Sharpe (Monthly),Sharpe (Annualized)
1,0.01092214246209937,0.018615646616073234,112,0.41085882417302794,1.4232567164113847
2,0.009131579658230063,0.016235424541500877,112,0.3608060793887699,1.2498689223621586
3,0.011029173580081807,0.014844283908628896,112,0.5224525376650001,1.8098286795581453
4,0.00817283822362924,0.015291332573153791,112,0.32038400956836305,1.1098427650100762
5,0.010660358780693,0.016006924866311598,112,0.46146396388978306,1.598558062638468
6,0.01085613301799169,0.013861465959499707,112,0.5470123620363775,1.8949064068305332
7,0.011060052182733713,0.014904459942360193,112,0.5224149302052334,1.8096984034960264
8,0.010326115137817329,0.015120425622978917,112,0.4664138121152311,1.615704839870929
9,0.011725415447042697,0.01678644740506033,112,0.503482092482296,1.7441131297608579
10,0.0158749593190109,0.019931624718755963,112,0.6322223960475256,2.1900826232744945
