Decile,Mean Monthly Return,Std Dev,Count,Sharpe (Monthly),Sharpe (Annualized)
1,0.015518331991231916,0.018864861866617767,100,0.6490687446113965,2.2484400865437735
2,0.010802120708987364,0.015305157653101349,100,0.4918852257142834,1.703940404859248
3,0.010730961329357696,0.012866545184483862,100,0.5795822763791838,2.007731899710347
4,0.010158299704110791,0.013419862538976637,100,0.5130127005337325,1.7771281245050838
5,0.010064058681883146,0.012117998118963089,100,0.5603498889027113,1.9411089551901435
6,0.009290370397546389,0.011188549442124803,100,0.5377489411357389,1.8628169755269304
7,0.009502424528791555,0.011943473822228818,100,0.5215136600375017,1.8065763120523113
8,0.010486350603392054,0.012741572576787253,100,0.5660691235501933,1.9609209651698378
9,0.012069418427264637,0.011878199332954559,100,0.7404892272402962,2.565129928075218
10,0.016563116817192122,0.018529962310356727,100,0.7171831659671287,2.484395363576339
