Date,Decile,Return,Cumulative Return
2021-01-31,1,0.12582593150111904,1.125825931501119
2021-01-31,2,0.18919860473047967,1.1891986047304797
2021-01-31,3,0.14193597211990006,1.1419359721199
2021-01-31,4,0.17085330550741484,1.1708533055074148
2021-01-31,5,0.1385625658869305,1.1385625658869305
2021-01-31,6,0.23993001319541274,1.2399300131954127
2021-01-31,7,0.19695364013665562,1.1969536401366556
2021-01-31,8,0.32881397120592115,1.3288139712059213
2021-01-31,9,0.30321790686974104,1.3032179068697411
2021-01-31,10,-0.04365874522030172,0.9563412547796983
2021-02-28,10,0.024102692769345735,0.979391654226304
2021-02-28,9,0.39117910356709834,1.813009519431637
2021-02-28,8,0.27484153477576606,1.6940272424836371
2021-02-28,7,0.251055983468059,1.4974560134268369
2021-02-28,6,0.25634840442243173,1.5577840936735416
2021-02-28,2,0.12773500033761498,1.3411008889072187
2021-02-28,4,0.3020573725760698,1.524518178640991
2021-02-28,3,0.12038165247699606,1.2794041114666186
2021-02-28,1,0.11196315832375175,1.251876958514764
2021-02-28,5,0.1148263733386996,1.269299576146931
2021-03-31,8,0.07816225836609175,1.826436237489841
2021-03-31,10,0.02100479606678964,0.9999635761928433
2021-03-31,9,0.26778093571854705,2.298498905011674
2021-03-31,6,0.21982495325985674,1.9002239092542763
2021-03-31,7,0.09686726321400485,1.6425104792308487
2021-03-31,4,0.09986647443140585,1.676766434348455
2021-03-31,5,0.05140077316643508,1.3345425557407116
2021-03-31,3,0.04962065933393308,1.342888987032137
2021-03-31,2,0.05919033262473261,1.4204810966049617
2021-03-31,1,0.0500532273308321,1.314537440509534
2021-04-30,9,0.25414230321215503,2.8826447106619573
2021-04-30,8,0.10930615352028043,2.026076957259909
2021-04-30,7,0.11340890591540692,1.8287857956350098
2021-04-30,6,0.23833067847973904,2.35310556281027
2021-04-30,10,0.2112525249395916,1.211208406511205
2021-04-30,4,0.061645921365145906,1.7801322461080158
2021-04-30,3,0.1051198295807376,1.4840532484948046
2021-04-30,2,0.12069095864897456,1.5919203218969613
2021-04-30,1,0.02478125536786137,1.3471133285134158
2021-04-30,5,0.03608276336981969,1.382696538986458
2021-05-31,10,0.2832688935528386,1.5543060716855306
2021-05-31,9,0.27494401768321985,3.6752106289646385
2021-05-31,8,0.12343677543940819,2.2761693636561597
2021-05-31,7,0.013864283799461963,1.8541406009141186
2021-05-31,6,0.22750461139430392,2.888447929447196
2021-05-31,5,0.13117076534527078,1.5640659022455687
2021-05-31,3,0.12943907647609224,1.6761477304213166
2021-05-31,2,0.1782209623493851,1.8756338936489807
2021-05-31,1,0.029926502140483546,1.3874277184226464
2021-05-31,4,0.09529347965895064,1.949767242092752
2021-06-30,8,0.08237212117483457,2.463662262293691
2021-06-30,10,0.15811610416824182,1.8000668924254906
2021-06-30,9,0.21293869242755625,4.457805174692226
2021-06-30,6,0.1430435814831512,3.301621866202915
2021-06-30,7,0.021985612680332972,1.8949050180206963
2021-06-30,4,0.14165697613834038,2.225965373781203
2021-06-30,1,0.10267176638966773,1.529877373011086
2021-06-30,2,0.18116137907194127,2.215426316456505
2021-06-30,5,0.17151330888595184,1.832324020455398
2021-06-30,3,0.19327301696127344,2.000101859152636
2021-07-31,10,0.2141866291429352,2.185617152345905
2021-07-31,1,0.08624360154585049,1.6618195075830666
2021-07-31,2,0.051294927570792036,2.329066448897568
2021-07-31,3,0.11595346561495384,2.2320206013042965
2021-07-31,4,0.05254713030815226,2.3429334663387182
2021-07-31,5,0.12515360232947384,2.061645972250216
2021-07-31,6,0.03266040190793485,3.4094541633011284
2021-07-31,7,-0.048280377700140965,1.8034182880447647
2021-07-31,8,0.08171408074456192,2.664978159322088
2021-07-31,9,0.046354595647688686,4.664444931041258
2021-08-31,10,0.20085550613105774,2.6246103916890626
2021-08-31,9,-0.08354819993138109,4.2747389533737055
2021-08-31,8,0.14445047527124713,3.049935521023657
2021-08-31,7,-0.10870380198659778,1.6073798635621375
2021-08-31,6,-0.04782422767766555,3.24639965113885
2021-08-31,2,-0.050953160069625164,2.210393153314097
2021-08-31,4,0.024976250503258746,2.4014511595064625
2021-08-31,3,0.017163210226137093,2.2703292401135506
2021-08-31,1,0.0013939598263031188,1.6641360172152042
2021-08-31,5,0.03222722237090622,2.1280870954480067
2021-09-30,6,0.024581820966780465,3.326202066149764
2021-09-30,9,-0.012808028577321337,4.219987974698307
2021-09-30,8,0.20350506920157307,3.670612860289913
2021-09-30,7,0.013252238656344228,1.628681245125465
2021-09-30,10,0.2581718315026237,3.3022108634922462
2021-09-30,5,0.13315181572590393,2.411445756229774
2021-09-30,3,0.14485350397530342,2.5991943857215865
2021-09-30,2,0.13276142089537712,2.5038480890854893
2021-09-30,1,0.08563521385027628,1.8066446609253752
2021-09-30,4,0.10631214736059673,2.6567545890551894
2021-10-31,9,-0.2626618348443915,3.111558190242782
2021-10-31,8,0.03240327711657388,3.7895527459895466
2021-10-31,7,-0.03127070127833151,1.5777512404315257
2021-10-31,6,-0.013708040441343087,3.2806063537109043
2021-10-31,10,-0.11699753061761574,2.9158603468849886
2021-10-31,4,0.026418146039062656,2.7269411197787994
2021-10-31,3,0.03496517356556308,2.690075668548979
2021-10-31,2,0.045694816914581333,2.6182609690981753
2021-10-31,1,-0.08593340680392471,1.6513935303279363
2021-10-31,5,-0.01601953263960873,2.372815522229205
2021-11-30,10,-0.18945744111613638,2.363428906912149
2021-11-30,9,-0.2521786059101534,2.326889783619037
2021-11-30,8,0.022178236916325072,3.873598344597013
2021-11-30,7,0.004289428272236505,1.584518891208789
